Recipient Adygei Armenian Balochi BantuKenya BantuSouthAfrica Basque Bedouin Belorussian BiakaPygmy Bulgarian Burusho Cambodian Chuvash Colombian Cypriot Dai Daur Druze EastSicilian Egyptian English Ethiopian EthiopianJew Finnish French Georgian GermanyAustria Greek Hadza Han HanNchina Hazara Hezhen Hungarian IndianJew Indian Iranian Ireland Japanese Jordanian Kalash Karitiana Lahu Lezgin Lithuanian Makrani Mandenka Maya MbutiPygmy Melanesian Miao Mongola Moroccan Mozabite Myanmar Naxi NorthItalian Norwegian Orcadian Oroqen Palestinian Papuan Pathan Pima Polish Romanian Russian Sandawe SanNamibia SanKhomani Sardinian Saudi Scottish She Sindhi SouthItalian Spanish Surui Syrian Tu Tujia Tunisian Turkish Tuscan UAE Uygur Uzbekistani Welsh WestSicilian Xibo Yakut Yemeni Yi
Kalash20 22.795 22.746 40.36 2.402 1.77 28.195 42.317 10.334 3.422 22.661 64.671 6.142 20.767 4.711 13.54 5.687 6.244 46.603 10.899 7.706 5.276 9.962 5.968 1.079 33.15 26.599 4.054 24.296 0.446 23.276 7.388 29.838 5.141 22.648 13.667 19.604 17.996 9.569 18.478 19.857 5512.064 9.605 4.557 29.08 12.776 34.266 4.649 14.536 2.354 7.001 5.949 10.076 17.732 18.07 1.526 5.462 13.993 21.891 16.852 6.368 50.166 10.537 50.004 9.075 19.24 16.678 32.837 7.085 0.784 9.643 28.841 10.689 7.788 4.772 46.453 19.672 41.397 4.683 20.863 7.988 5.861 9.769 23.22 7.917 9.971 12.652 17.045 2.858 10.046 5.899 24.747 2.973 6.662
Kalash21 31.128 23.835 46.852 2.258 1.393 33.288 56.741 13.568 3.777 24.061 83.266 7.935 22.653 5.168 12.976 6.085 6.448 50.385 10.448 8.502 8.429 9.213 5.612 1.287 47.4 33.794 5.256 29.645 0.52 24.433 6.688 33.567 5.807 37.097 12.072 26.302 23.275 10.535 20.705 24.157 5212.489 8.341 5.965 34.448 13.098 47.196 5.362 17.392 2.369 7.462 5.851 8.461 18.933 20.831 2.56 5.827 15.97 31.606 25.132 6.591 62.408 12.05 63.938 12.198 25.639 19.859 43.288 8.329 0.584 10.705 34.647 9.015 11.365 8.236 64.937 25.598 47.61 7.071 19.321 7.618 6.295 11.343 25.11 9.444 10.399 18.266 23.348 3.344 14.269 7.263 25.164 2.899 8.431
Kalash22 31.79 22.407 42.05 2.827 1.825 34.036 53.979 9.323 4.127 23.034 68.215 8.938 22.494 5.111 19.141 6.615 5.993 55.881 12.317 8.199 9.509 9.817 6.063 2.814 41.93 33.615 5.276 33.611 0.658 26.95 7.848 33.409 7.087 29.438 16.788 25.914 24.071 10.428 22.976 22.524 5227.771 10.564 4.686 31.426 14.856 46.17 5.774 18.435 2.45 7.693 8.214 8.772 20.625 23.482 1.843 5.531 15.46 25.135 21.672 7.069 56.541 13.169 70.787 10.352 24.162 18.344 41.299 8.726 0.735 10.08 33.858 11.264 7.677 7.01 59.7 24.457 49.04 6.334 24.276 7.974 6.877 9.786 25.325 12.637 8.965 15.46 19.458 5.049 12.698 8.381 23.44 3.36 8.42
Kalash23 24.744 21.727 45.647 2.348 1.723 31.877 54.001 11.107 3.876 26.876 79.88 8.557 26.603 5.842 15.017 8.552 8.618 61.816 12.791 11.975 7.512 11.169 5.312 2.761 41.215 33.058 5.094 28.952 0.411 26.964 6.946 32.537 8.255 27.579 12.881 27.061 22.461 8.947 22.935 20.85 5230.708 11.253 6.01 29.999 14.489 49.297 4.639 15.69 1.867 8.295 6.559 7.925 20.72 22.78 1.711 4.458 17.1 25.927 18.989 8.044 61.471 13.761 58.269 11.086 25.295 19.884 37.595 7.818 0.658 10.135 34.456 9.828 9.419 8.114 51.834 22.168 46.982 5.619 22.335 11.766 8.355 10.672 28.365 9.91 12.183 12.584 26.034 6.113 15.523 5.423 22.381 4.08 7.628
Karitiana1 8.734 5.559 7.42 1.148 0.765 8.012 11.684 3.043 2.046 6.209 10.749 6.186 9.401 106.544 3.556 6.39 7.127 14.025 2.717 2.443 1.521 3.42 1.896 0.411 10.008 5.797 0.976 6.451 0.257 25.496 6.933 13.034 9.354 7.11 2.451 6.295 4.597 1.894 24.597 5.468 8.27 5840.926 5.31 5.775 3.701 6.951 2.405 268.836 1.108 4.204 7.281 8.844 5.284 5.169 1.813 5.047 4.539 5.768 4.86 9.306 12.376 6.419 7.766 128.901 5.519 4.309 13.089 3.425 0.364 3.743 7.294 2.943 1.828 6.189 8.588 5.746 10.429 114.569 5.219 7.88 7.878 2.579 5.563 2.142 2.137 5.996 8.188 0.879 2.957 6.289 29.042 0.762 9.087
Karitiana2 4.189 3.249 5.404 0.739 0.548 5.873 8.681 2.276 1.375 4.354 8.44 4.902 7.125 59.385 2.593 4.798 6.127 8.587 1.906 1.505 1.411 2.091 1.232 0.266 6.777 5.212 0.624 5.824 0.167 19.491 5.639 9.35 4.995 4.833 1.455 2.936 3.915 1.446 18.438 4.434 5.646 6217.985 3.668 4.67 2.36 5.587 1.502 179.412 0.633 3.26 5.049 5.398 3.635 3.822 0.745 3.414 3.18 4.65 4.274 9.333 9.069 4.902 7.094 72.846 3.598 3.03 7.973 2.327 0.245 2.559 5.818 1.662 1.74 4.558 5.655 3.541 8.074 88.198 3.64 5.035 5.119 2.347 4.265 1.659 1.466 5.954 5.957 0.849 1.806 5.533 17.832 0.542 4.164
Karitiana3 4.888 3.96 5.365 0.815 0.551 6.253 8.057 2.281 1.388 3.91 8.465 4.81 6.051 55.913 2.397 4.858 5.278 8.597 2.166 1.833 1.291 2.772 1.343 0.361 7.638 4.568 0.791 5.904 0.184 20.624 5.79 10.928 3.834 4.987 1.957 3.21 2.685 1.709 15.887 3.364 6.537 6230.378 4.012 5.269 2.367 4.927 1.512 182.657 0.7 3.391 4.879 6.601 3.55 4.231 0.628 3.719 2.807 4.43 3.793 4.832 8.967 5.646 7.523 80.074 3.767 3.698 8.678 2.362 0.223 2.793 5.656 1.704 1.065 5.295 5.906 4.359 8.082 70.517 3.455 5.199 5.106 2.271 4.687 1.723 1.429 3.79 6.361 0.838 2.341 4.534 16.624 0.707 6.075
Karitiana4 4.72 4.418 7.084 1.003 0.484 6.233 9.843 2.728 1.443 5.39 10.263 5.087 10.338 86.56 2.763 4.863 7.119 11.239 2.273 1.696 1.629 3.238 1.44 0.472 7.862 5.667 0.829 5.726 0.186 22.501 7.495 12.578 6.404 5.548 2.158 3.593 3.96 2.094 24.307 3.831 9.098 6001.69 3.891 7.085 2.649 5.926 1.798 230.472 0.651 3.321 5.853 7.967 4.076 4.832 0.855 4.666 2.675 6.286 4.47 6.657 10.266 5.849 7.51 107.587 5.158 3.862 9.375 2.774 0.338 2.787 6.707 2.392 1.51 6.495 7.777 4.149 9.51 109.752 3.537 8.278 5.908 2.25 5.813 2.159 1.817 4.401 9.691 0.842 2.372 7.078 20.645 0.74 6.504
Karitiana5 5.549 3.835 6.192 0.821 0.598 6.428 9.779 2.232 1.488 5.427 8.64 4.852 8.425 78.218 2.561 5.038 5.814 9.133 2.239 1.865 1.728 2.848 1.39 0.251 8.075 5.015 0.741 4.727 0.178 20.546 6.946 12.569 8.565 5.941 2.512 4.267 3.017 1.614 22.458 4.557 7.916 6124.537 3.201 5.174 3.401 6.215 1.789 185.831 0.698 3.27 7.403 6.945 4.371 4.428 1.01 4.493 3.153 5.278 3.926 7.761 10.09 5.027 7.183 81.713 5.81 3.367 8.684 2.912 0.328 2.972 5.924 1.831 1.293 5.926 7.824 3.997 8.978 92.523 3.963 8.219 4.868 2.238 5.082 1.514 1.922 5.366 7.122 0.731 2.155 5.876 20.097 0.551 5.185
Karitiana6 5.429 3.444 5.024 0.853 0.555 5.587 7.956 2.32 1.328 3.91 6.859 3.782 7.992 51.404 2.433 3.74 3.65 8.353 2.309 1.389 1.598 2.463 1.224 0.281 6.883 4.591 0.816 4.217 0.167 17.22 5.166 9.438 3.846 4.742 1.559 3.155 3.093 1.536 17.729 3.645 5.785 6234.278 3.2 4.229 2.333 5.713 1.934 173.719 0.786 2.99 4.057 5.759 3.666 3.611 0.834 3.787 2.891 4.599 4.015 4.762 8.851 4.442 6.541 86.515 4.347 3.71 7.87 2.863 0.247 2.513 4.824 1.637 1.305 4.57 6.008 3.753 7.194 94.66 3.169 6.143 4.906 2.424 4.407 2.007 1.476 4.606 7.867 0.638 2.009 4.291 14.948 0.535 4.369
Karitiana7 30.514 21.601 36.022 4.5 2.824 34.292 53.016 12.431 7.314 27.832 55.174 32.607 51.097 584.249 13.974 31.832 41.65 53.842 12.567 9.607 8.073 13.522 8.569 1.823 44.338 31.038 6.427 26.852 0.996 132.364 38.775 71.382 34.667 29.123 11.552 25.699 19.151 9.891 128.786 21.035 39.132 982.488 22.254 32.211 15.628 34.733 9.2 1463.674 4.383 20.724 37.115 46.552 22.491 25.902 5.158 29.641 15.862 29.87 25.333 46.165 55.349 32.522 41.443 690.434 28.109 19.362 52.968 13.873 1.332 17.278 32.955 11.591 10.158 35.432 42.665 24.212 50.248 660.64 21.944 36.317 37.111 12.764 28.722 11.295 10.415 32.526 47.68 5.391 13.199 35.54 124.614 4.481 38.382
Karitiana8 5.039 4.414 5.925 0.996 0.618 6.405 9.352 2.612 1.621 4.893 8.619 4.958 7.629 79.878 2.598 5.107 6.122 9.13 2.282 1.732 1.486 3.132 1.362 0.575 7.421 5.964 0.668 5.287 0.218 20.169 5.422 11.471 5.488 4.896 2.18 4.794 3.502 1.622 23.771 3.848 6.358 6119.712 4.242 7.024 2.775 7.145 1.854 205.026 0.809 3.354 5.18 5.136 4.359 4.745 0.855 4.547 2.752 5.557 3.97 8.124 9.934 5.907 7.206 91.915 5.035 3.083 9.517 2.807 0.253 3.024 6.622 2.349 1.68 5.127 7.687 5.031 8.547 72.419 4.175 6.018 6.018 2.234 5.112 2.485 1.784 4.341 7.719 0.776 2.554 5.548 19.712 0.936 5.271
Karitiana9 3.981 2.994 4.469 0.832 0.467 5.303 7.921 2.269 1.365 3.973 8.167 4.045 6.056 62.069 2.126 3.54 4.568 7.535 2.793 1.503 1.028 2.144 1.355 0.272 5.982 4.692 0.586 4.116 0.146 17.074 4.857 10.994 4.982 4.841 2.397 4.881 3.017 1.804 16.903 2.96 6.169 6248.667 2.599 5.316 2.315 5.312 1.757 171.776 0.659 3.044 5.249 6.286 3.559 3.717 0.642 3.667 3.073 3.914 3.416 6.323 8.109 4.583 6.184 81.477 3.771 3.29 8.598 2.639 0.257 2.267 4.91 1.602 1.051 4.038 6.621 4 7.671 78.323 2.934 5.478 4.414 1.666 3.963 1.414 1.426 4.023 6.474 0.811 2.331 5.567 17.038 0.428 4.933
Karitiana10 5.202 3.883 7.163 1.078 0.73 6.625 10.203 2.245 1.517 5.582 11.343 5.573 6.464 92.793 2.816 5.016 7.876 10.242 2.552 1.919 1.386 3.455 1.753 0.277 8.721 5.634 0.952 5.914 0.251 26.62 7.545 13.45 9.535 6.626 2.377 5.549 4.409 1.825 24.358 3.78 7.677 5948.645 5.365 6.2 2.828 6.355 2.327 256.478 0.79 4.516 5.27 7.644 4.72 5.036 0.964 6.286 2.991 5.714 4.053 7.839 10.428 6.105 8.444 108.28 5.009 4.552 9.931 3.123 0.281 3.06 6.519 2.122 1.745 5.687 9.99 5.02 9.438 105.287 4.805 7.806 7.523 2.724 4.859 1.965 2.399 6.597 8.885 1.518 2.433 5.656 21.381 0.6 7.076
Karitiana11 6.87 4.248 7.344 1.065 0.676 8.143 11.324 2.729 1.55 6.444 10.529 6.532 9.106 92.151 3.701 5.383 8.502 12.175 2.839 2.606 1.872 2.951 1.77 1.122 8.565 7.061 1.325 6.077 0.229 25.972 9.11 14.25 8.288 6.515 2.765 5.239 4.518 1.923 22.46 5.031 8.396 5912.171 4.632 6.561 3.71 6.67 2.185 252.728 0.94 4.75 6.277 8.379 4.833 5.225 1.079 4.981 3.702 6.05 5.186 9.848 13.199 6.77 7.951 111.49 5.632 3.857 10.716 3.308 0.278 3.218 6.945 2.332 1.796 6.568 8.885 4.874 10.447 110.485 4.579 6.646 6.815 2.79 6.357 2.157 2.002 5.961 8.841 0.943 2.653 6.87 23.231 0.696 7.581
Karitiana12 4.739 3.838 6.467 0.999 0.511 5.557 9.071 1.946 1.607 5.141 8.844 4.773 7.036 63.953 2.36 4.373 7.945 8.968 2.334 1.742 1.809 3.244 1.897 0.291 8.211 5.358 0.841 5.117 0.179 21.87 5.123 10.334 6.111 4.537 1.91 3.681 3.45 1.942 16.12 3.843 6.619 6163.338 3.407 5.115 2.568 6.412 1.73 192.855 0.744 3.433 4.668 6.743 3.893 4.166 0.736 4.747 2.517 4.742 4.228 7.776 9.785 5.07 6.811 78.384 4.58 3.056 7.273 2.708 0.261 2.563 5.634 2.169 1.343 5.051 6.862 4.318 8.063 98.777 3.726 4.571 5.21 2.254 5.475 1.924 1.554 4.258 7.357 0.925 2.4 6.222 18.047 0.563 4.389
Karitiana13 6.149 3.835 6.011 0.836 0.651 5.614 8.953 2.436 1.472 4.732 7.22 5.113 6.214 64.839 2.707 4.921 4.244 8.71 1.951 1.776 1.46 2.45 1.568 0.223 7.71 4.59 0.891 4.781 0.171 22.951 6.455 9.386 5.292 4.612 2.062 3.654 3.045 1.58 17.073 3.416 6.656 6181.152 3.86 5.261 2.505 5.79 1.696 197.629 0.894 3.417 4.83 5.876 3.934 4.089 0.865 3.607 3.107 4.46 4.252 6.29 10.886 4.525 6.084 84.703 4.105 3.155 9.87 2.811 0.241 2.852 6.143 1.661 1.398 5.429 6.184 4.088 8.63 78.101 3.3 4.936 5.416 2.297 3.74 1.624 2.146 4.957 7.667 1.087 1.799 5.38 16.303 0.573 5.485
Karitiana14 3.678 2.79 5.075 0.663 0.392 4.277 7.688 1.581 1.083 3.628 6.671 3.342 4.304 42.754 2.09 4.097 3.965 6.763 1.554 1.199 0.995 1.819 0.9 0.259 5.697 3.601 0.478 5.019 0.11 16.91 4.668 6.48 5.477 3.66 3.056 3.078 2.535 1.07 13.182 3.348 4.979 6406.944 2.847 3.279 2.057 4.131 1.295 137.977 0.585 2.203 3.48 5.863 2.772 3.665 0.6 3.49 1.899 3.606 2.781 4.732 7.25 3.618 5.402 60.35 3.693 2.19 8.04 2.201 0.189 2.104 4.232 1.244 0.935 4.559 5.107 4.775 6.288 48.879 2.311 4.13 3.838 1.409 3.892 1.606 1.263 3.54 5.113 0.512 1.615 5.032 13.42 0.535 3.172
Lahu1 32.555 23.242 38.06 7.103 3.945 32.093 59.898 11.156 11.13 26.253 80.941 148.81 41.012 27.373 17.015 179.222 90.379 58.286 13.972 11.532 7.133 20.127 9.336 1.46 38.72 30.898 5.052 28.456 1.206 542.015 133.665 124.925 74.805 27.257 16.571 32.721 20.838 8.296 319.276 24.873 43.104 51.203 2011.207 27.702 12.995 36.23 12.535 74.56 6.531 47.6 168.994 99.714 27.52 27.624 21.683 112.257 16.057 27.805 20.381 83.677 63.308 54.898 50.792 52.858 23.324 19.326 43.574 19.52 1.783 24.458 38.969 13.011 7.641 145.761 49.692 23.595 48.529 27.183 21.552 120.848 140.829 13.776 31.255 10.609 12.851 62.645 63.679 4.961 12.807 99.713 182.964 4.694 161.196
Lahu2 29.357 20.538 34.326 6.413 3.725 29.302 54.233 8.809 10.782 24.294 64.105 172.104 36.882 24.419 14.51 170.145 71.494 51.891 11.204 10.239 6.692 17.609 9.162 1.406 34.699 28.617 3.702 23.561 1.326 459.683 101.768 93.849 62.688 24.239 17.198 32.139 18.911 9.079 259.914 22.671 38.996 44.217 2650.287 25.195 12.179 36.725 12.406 68.928 5.906 38.997 133.728 81.343 24.079 27.04 22.374 135.727 13.399 22.277 17.958 59.965 57.172 50.099 43.766 44.944 20.191 16.784 40.675 18.479 1.692 24.131 33.154 12.672 6.567 111.785 44.772 22.131 43.179 22.865 21.945 104.067 119.28 11.728 29.051 9.473 9.788 46.288 55.709 3.85 11.233 65.201 142.439 3.395 170.881
Lahu3 35.18 28.083 47.42 7.994 5.353 38.297 71.462 13.277 13.056 32.046 83.484 192.524 49.36 28.212 17.745 206.349 94.711 66.795 15.464 15.238 8.807 22.055 12.262 2.349 49.545 35.376 4.812 33.283 1.64 551.987 135.804 135.567 89.233 31.521 18.96 41.381 24.346 9.477 347.219 28.343 46.956 53.11 1433.117 32.672 15.898 45.241 15.579 81.693 6.607 53.579 160.479 111.774 29.902 32.763 29.161 150.349 19.028 30.111 25.187 91.67 72.381 64.217 58.087 62.36 26.747 21.965 51.951 23.358 2.204 25.926 44.163 14.917 8.839 145.604 57.565 28.708 56.493 28.514 25.437 135.34 157.043 16.216 34.75 11.396 13.581 65.518 74.13 5.245 15.482 94.811 187.113 4.592 211.164
Lahu4 31.181 23.251 42.197 6.872 5.162 34.229 61.739 12.222 11.465 29.695 78.113 171.596 39.132 23.9 16.32 184.181 79.65 59.893 13.623 12.304 7.445 20.58 10.749 1.275 40.944 32.033 4.607 30.388 1.411 518.838 120.593 109.682 72.331 25.019 19.476 35.821 21.994 8.801 281.367 26.448 43.643 50.712 2034.027 30.562 14.725 39.108 14.302 76.205 6.64 49.291 162.574 100.386 28.43 30.199 24.553 148.922 16.102 29.166 22.409 79.164 62.783 59.977 51.317 51.34 24.268 20.753 46.075 21.011 2.45 25.89 40.745 12.931 7.55 126.589 52.589 25.538 49.855 27.772 23.884 118.546 135.796 15.215 31.415 10.493 11.693 50.432 70.031 4.571 12.366 81.574 167.715 4.318 184.819
Lahu5 30.904 23.466 40.089 6.432 4.424 32.318 57.671 11.896 11.992 28.654 75.15 174.048 40.155 24.64 16.017 173.049 81.093 56.698 12.965 11.328 6.687 19.776 11.085 1.278 38.728 29.502 4.05 28.24 1.385 481.006 117.232 107.432 73.74 26.629 16.727 38.582 19.292 8.727 282.308 24.035 41.902 47.991 2198.617 27.189 13.717 39.376 13.26 79.652 6.331 49.409 164.495 99.336 29.599 29.01 23.8 118.397 15.772 26.689 19.118 68.659 63.022 59.79 50.898 53.547 23.765 18.649 44.249 21.049 1.69 23.507 40.429 12.722 7.502 128.108 50.104 24.468 48.974 26.442 22.502 109.865 133.34 15.062 33.358 11.56 11.255 56.33 70.622 4.126 12.397 87.251 166.644 4.106 161.481
Lahu6 24.932 17.929 32.502 5.799 3.564 27.155 51.074 10.451 9.939 23.683 61.394 155.663 31.21 20.342 14.396 150.339 69.555 50.403 10.903 10.936 6.794 16.008 9.607 1.347 35.788 26.853 3.559 23.839 1.085 412.149 100.463 97.473 55.427 22.798 15.954 31.635 18.02 8.213 250.676 21.273 35.663 44.051 2902.335 24.846 13.64 31.605 12.59 64.91 5.847 40.359 140.291 74.222 24.103 27.428 19.179 118.382 14.623 22.424 17.877 59.44 53.231 48.915 39.291 39.988 20.108 17.002 39.814 18.819 1.722 21.254 33.934 10.87 5.705 107.178 41.592 20.799 42.034 21.467 19.481 97.207 118.581 11.991 27.288 9.347 10.059 41.726 53.962 3.763 10.853 71.187 132.899 4.187 142.587
Lahu7 32.234 25.172 44.049 8.419 4.804 37.444 65.968 12.054 12.702 29.674 91.297 196.534 48.404 28.244 17.755 211.991 103.334 66.52 13.852 13.598 8.746 21.749 11.8 1.944 45.425 33.982 4.685 31.637 1.648 556.373 137.662 122.258 88.535 30.711 19.461 39.115 26.751 10.55 346.022 28.726 46.654 53.807 1426.388 32.547 15.349 46.093 16.696 89.469 7.178 54.566 186.861 99.471 32.158 31.371 24.506 124.96 17.944 29.193 24.216 84.023 72.299 66.106 58.555 59.103 28.124 21.171 51.729 24.139 2.543 29.983 40.317 13.792 8.736 161.203 53.848 26.953 52.285 29.224 25.535 131.818 170.439 15.123 38.198 12.448 14.729 57.159 71.495 4.961 14.531 102.319 186.617 4.533 230.132
Lahu8 34.287 27.285 46.19 8.479 4.867 36.255 65.498 12.425 12.729 30.119 82.612 190.674 48.675 30.469 18.376 200.859 92.153 67.503 13.99 14.971 7.848 21.37 12.225 2.059 46.317 35.934 4.813 31.439 1.834 593.019 151.021 120.832 87.739 30.238 18.965 37.022 24.169 10.302 377.488 27.778 46.004 62.797 1291.09 32.863 14.954 43.611 17.408 94.15 6.936 58.375 167.093 113.587 31.083 31.984 23.771 147.641 17.955 32.942 21.908 103.12 72.864 62.302 55.81 60.214 26.538 22.321 54.978 22.384 2.301 30.117 43.038 14.591 8.633 155.181 54.783 27.54 55.254 32.984 25.098 146.817 154.997 15.799 36.43 10.646 12.905 67.356 79.056 5.566 15.903 120.164 208.99 4.537 208.791
Lezgin1 121.853 110.955 116.506 8.367 4.249 152.657 212.266 47.785 11.317 121.189 124.822 19.738 98.046 15.581 75.123 17.968 19.595 249.031 58.408 45.045 39.06 46.052 25.955 5.673 203.672 148.015 23.462 135.515 1.869 65.161 20.583 92.291 15.455 110.324 34.029 47.941 76.112 42.069 52.676 93.637 127.556 29.53 13.885 652.212 67.566 120.869 14.043 55.139 5.736 17.832 18.107 23.951 93.702 90.008 3.936 12.444 75.377 134.671 111.993 17.298 238.34 29.759 128.889 29.776 118.586 85.976 155.489 30.938 1.862 31.909 152.519 48.887 43.54 17.092 122.704 105.886 213.292 15.142 94.383 22.894 20.081 47.615 117.855 44.623 42.539 41.392 73.67 22.006 59.415 17.724 72.654 12.883 17.174
Lezgin2 142.043 124.23 119.811 8.332 4.64 152.436 230.135 51.712 10.015 109.265 143.432 20.666 94.659 13.902 67.383 18.18 18.032 250.141 53.674 43.711 44.423 41.185 23.694 7.04 202.394 164.592 27.476 128.878 2.485 66.559 19.078 93.621 16.753 118.332 38.088 47.25 82.704 41.828 57.32 89.742 127.988 29.134 14.226 578.917 72.603 123.434 15.052 57.572 5.713 18.81 17.529 22.539 88.104 90.505 3.702 16.18 76.663 120.513 100.216 18.615 244.019 28.379 134.21 31.455 110.318 83.67 155.92 30.758 2.444 37.401 157.026 45.856 35.222 17.164 119.84 103.415 206.04 18.076 96.039 20.958 17.865 46.477 106.884 59.67 51.543 37.657 74.754 21.525 58.738 21.387 73.822 14.508 20.222
Lezgin3 136.722 110.974 112.574 7.746 4.06 144.986 225.19 48.419 10.314 112.459 135.231 18.579 90.006 12.283 66.426 15.644 19.365 250.892 60.924 41.181 35.323 44.367 24.733 8.171 192.381 158.728 19.631 135.267 1.559 61.931 18.08 83.342 15.499 113.295 30.295 49.69 79.693 38.835 50.018 100.403 122.148 28.229 13.865 696.874 60.166 117.333 15.233 54.77 6.014 16.407 17.184 21.791 86.651 91.955 4.234 15.543 79.021 116.005 108.844 18.454 251.204 26.743 127.135 30.014 118.083 84.03 174.842 30.404 2.093 30.667 158.678 44.957 41.244 17.023 129.211 112.58 214.145 13.869 95.444 21.609 15.803 53.071 112.444 46.997 42.119 37.824 75.906 18.958 57.61 18.839 70.345 10.842 17.1
Lezgin4 124.154 111.067 115.859 7.964 4.603 148.04 221.614 44.547 10.46 108.409 124.602 20.339 101.547 15.228 73.271 16.673 17.101 247.159 57.867 39.473 33.631 42.478 26.241 5.887 178.813 166.372 22.07 133.106 1.465 63.364 18.583 89.793 16.703 118.893 35.247 41.635 83.382 40.143 55.664 95.332 115.585 29.255 14.117 755.04 67.616 112.358 14.418 56.509 5.967 19.585 17.901 20.39 90.089 93.082 3.199 13.237 76.306 130.159 106.685 17.627 236.076 29.176 122.879 31.076 104.104 88.657 166.35 30.04 2.101 33.681 146.049 44.135 32.791 16.148 129.594 123.76 201.832 14.587 85.625 21.12 18.09 45 125.809 47.146 41.642 40.968 70.62 24.081 54.978 17.899 65.729 11.207 16.481
Lezgin5 155.364 121.806 125.328 7.561 4.664 149.888 232.262 54.491 10.923 131.565 145.524 17.799 105.345 15.738 77.156 16.94 19.571 258.174 52.995 46.075 41.084 43.44 24.638 9.207 199.652 164.379 24.535 129.169 1.547 67.796 20.557 97.602 15.755 129.057 34.846 47.451 85.219 46.929 55.304 100.936 138.677 31.04 12.652 378.499 68.804 121.961 15.182 59.782 6.182 18.613 15.544 22.65 90.242 97.862 3.371 14.901 75.569 137.164 112.867 20.767 259.299 29.941 129.938 33.212 117.708 86.447 180.761 31.599 1.931 32.076 154.855 48.492 34.187 17.777 128.486 111.425 218.575 18.395 92.195 18.504 17.345 45.191 105.418 48.585 39.772 39.986 74.415 26.913 54.413 18.824 83.604 13.563 18.469
Lezgin6 127.149 125.016 114.758 8.273 4.419 158.476 215.603 55.354 10.693 120.046 135.136 18.61 106.283 19.198 74.224 18.478 19.619 256.813 57.509 41.037 42.986 40.379 22.953 8.055 205.21 164.216 22.733 126.743 1.535 67.183 17.515 95.139 15.778 138.196 29.458 40.138 86.703 51.426 59.258 94.913 127.736 33.208 13.828 378.349 65.875 124.079 15.834 63.651 5.634 21.02 18.911 21.086 90.925 94.653 4.109 14.79 82.618 150.085 115.821 20.267 243.532 28.26 130.026 33.779 123.425 95.376 185.96 30.007 2.091 32.137 156.529 45.314 45.659 17.291 129.052 115.997 219.176 17.839 100.681 24.569 18.768 52.574 117.356 51.609 39.011 40.461 75.94 23.508 56.058 21.629 79.922 11.075 19.022
Lezgin7 130.239 112.404 127.054 8.909 5.288 151.692 227.024 42.538 12.51 116.856 124.698 20.096 88.495 14.664 75.135 17.06 21.825 270.13 61.323 40.993 35.206 44.941 25.925 8.252 203.432 156.294 22.309 128.803 1.679 71.239 23.843 88.029 16.626 126.417 34.407 44.501 81.233 41.921 60.527 102.844 128.913 32.837 14.145 455.456 67.873 127.488 19.306 57.855 7.359 18.866 19.46 23.497 99.222 93.327 5.062 14.802 79.806 133.528 101.724 20.362 261.652 30.889 136.807 32.219 108.049 83.461 166.87 31.373 2.159 34.29 154.462 50.134 45.1 17.165 129.758 107.443 216.287 15.883 98.493 21.263 18.108 48.669 108.227 48.329 41.656 46.018 69.692 30.535 61.749 22.303 86.426 13.858 20.696
Lezgin8 133.644 115.103 129.257 8.342 4.413 149.983 237.161 48.689 12.066 121.324 133.051 18.883 96.088 16.963 71.587 17.273 21.173 245.665 56.972 46.762 37.337 45.015 25.627 10.886 187.883 160.609 21.347 125.135 1.534 66.784 18.758 96.826 17.678 143.558 34.038 49.541 83.632 44.724 53.989 95.112 135.929 31.124 12.156 453.329 72.668 130.242 15.318 60.114 6.25 19.416 15.99 25.627 89.053 101.922 4.642 14.51 80.084 137.718 111.898 17.683 253.416 29.902 126.615 32.7 116.409 84.003 167.957 31.13 2.082 35.053 163.397 45.323 35.775 18.751 128.273 113.866 211.293 16.74 92.542 20.331 17.607 48.715 117.786 47.392 43.163 41.898 72.597 21.993 60.229 16.61 70.52 17.543 18.592
Lezgin9 131.411 111.651 116.73 8.853 4.704 147.958 230.222 46.889 10.918 120.707 131.293 19.7 81.236 14.063 70.69 17.557 18.416 244.581 56.067 37.732 37.723 48.251 27.794 8.415 187.984 173.556 26.491 134.222 2.404 72.249 19.088 95.096 15.658 121.794 36.567 43.718 70.879 42.472 57.92 102.018 121.972 27.346 13.196 641.049 67.033 127.421 15.06 60.92 6.027 17.096 18.444 23.994 91.556 91.339 4.203 14.771 74.072 120.274 96.66 19.11 249.182 28.705 130.508 30.071 106.718 89.651 165.783 28.889 2.243 32.733 162.939 44.757 34.735 18.438 124.746 106.402 201.558 16.212 92.188 19.911 19.674 48.535 117.64 48.429 45.384 42.688 70.385 22.512 59.354 19.538 70.026 14.509 17.141
